31;2701.00;9.50;1158.00;big
31;2585.00;9.50;1234.00;big
32;2474.00;9.50;1221.00;big
32;2388.00;9.50;1136.00;big
33;2012.00;9.50;1475.00;big
33;2082.00;9.50;1601.00;big
34;3191.00;9.50;82.00;big
34;3334.00;9.50;148.00;big
35;1859.00;9.50;1203.00;big
35;1683.00;9.50;1211.00;big
36;1622.00;9.50;1393.00;big
36;1787.00;9.50;1454.00;big
37;1860.00;9.50;1599.00;big
37;1682.00;9.50;1590.00;big
38;1302.00;9.50;1928.00;big
38;896.00;9.50;1810.00;big
39;3997.00;9.50;1073.00;big
39;4149.00;9.50;1250.00;big
40;3494.00;9.50;67.00;big
40;3779.00;9.50;75.00;big
41;1774.00;9.50;1737.00;big
41;2007.00;9.50;1788.00;big
42;2153.00;9.50;1781.00;big
42;2071.00;9.50;1696.00;big
43;2988.00;9.50;1511.00;big
43;2870.00;9.50;1759.00;big
44;5100.00;9.50;1083.00;big
44;5483.00;9.50;1157.00;big
45;2630.00;9.50;1832.00;big
45;2803.00;9.50;1821.00;big
46;2815.00;9.50;1963.00;big
46;2882.00;9.50;1935.00;big
47;2573.00;9.50;1933.00;big
47;2767.00;9.50;1915.00;big
48;2362.00;9.50;1968.00;big
48;2121.00;9.50;1968.00;big
49;2297.00;9.50;1874.00;big
49;2468.00;9.50;1896.00;big
50;1937.00;9.50;1964.00;big
50;1598.00;9.50;1973.00;big
51;3482.00;9.50;283.00;big
51;3761.00;9.50;319.00;big
52;1567.00;9.50;1262.00;big
52;1341.00;9.50;1310.00;big
53;2531.00;11.20;1974.00;big
53;2321.00;10.40;2010.00;big
54;2574.00;10.93;2022.00;big
54;2412.00;14.68;2028.00;big
55;2939.00;13.88;2012.00;big
55;2732.00;10.62;2019.00;big
56;2985.00;9.50;1925.00;big
56;3127.00;9.50;1954.00;big
57;2767.00;10.10;1968.00;big
57;3057.00;10.05;2005.00;big
58;2079.00;10.80;1755.00;big
58;2014.00;10.50;1704.00;big
59;3695.00;12.28;406.00;big
59;3520.00;10.30;348.00;big
60;1418.00;9.50;1591.00;big
60;1542.00;9.50;1693.00;big
61;1698.00;15.35;1543.00;big
61;1594.00;11.43;1489.00;big
62;1760.00;12.50;1680.00;big
62;1895.00;11.30;1687.00;big
63;1574.00;14.48;1585.00;big
63;1670.00;11.95;1669.00;big
64;1688.00;12.30;1117.00;big
64;1817.00;10.07;1107.00;big
65;2103.00;11.32;1452.00;big
65;2216.00;11.07;1445.00;big
66;2553.00;11.03;1522.00;big
66;2588.00;10.18;1479.00;big
67;2156.00;12.35;1520.00;big
67;2224.00;16.80;1583.00;big
68;2328.00;11.20;1807.00;big
68;2210.00;10.73;1703.00;big
69;2434.00;11.23;1768.00;big
69;2374.00;11.15;1700.00;big
70;2378.00;11.10;1617.00;big
70;2293.00;10.25;1518.00;big
71;2724.00;10.38;1495.00;big
71;2771.00;10.20;1556.00;big
72;2534.00;10.38;1614.00;big
72;2628.00;10.80;1576.00;big
73;2501.00;10.78;1822.00;big
73;2632.00;11.48;1786.00;big
74;2741.00;10.45;1729.00;big
74;2796.00;13.38;1653.00;big
75;2914.00;11.68;1557.00;big
75;2905.00;14.15;1673.00;big
76;2841.00;11.00;1558.00;big
76;2812.00;10.00;1423.00;big
77;2870.00;10.15;1392.00;big
77;2992.00;15.23;1451.00;big
78;3199.00;13.28;1407.00;big
78;3108.00;11.00;1365.00;big
79;2986.00;12.23;1343.00;big
79;2864.00;11.20;1272.00;big
80;2487.00;10.00;1279.00;big
80;2538.00;10.07;1241.00;big
81;2408.00;10.32;1262.00;big
81;2346.00;10.12;1151.00;big
82;2790.00;11.53;1079.00;big
82;2756.00;10.98;1215.00;big
83;2269.00;10.07;1013.00;big
83;2248.00;12.28;1041.00;big
84;2042.00;12.18;962.00;big
84;2133.00;11.60;993.00;big
85;900.00;9.50;700.00;big
85;957.00;9.50;355.00;big
86;3165.00;9.50;1186.00;big
86;2977.00;9.50;1065.00;big
87;2908.00;10.78;1050.00;big
87;2977.00;12.80;1164.00;big
88;3812.00;9.50;484.00;big
88;3533.00;9.50;445.00;big
89;2747.00;9.50;987.00;big
89;2871.00;9.50;953.00;big
90;3007.00;9.50;951.00;big
90;3089.00;9.50;1007.00;big
91;3112.00;12.50;1100.00;big
91;2992.00;12.70;997.00;big
92;3926.00;13.20;918.00;big
92;4064.00;10.40;877.00;big
93;3017.00;13.10;1678.00;big
93;3068.00;12.10;1570.00;big
94;2884.00;13.28;1823.00;big
94;3054.00;17.88;1750.00;big
95;2497.00;10.12;1670.00;big
95;2643.00;10.95;1641.00;big
96;3169.00;11.32;1891.00;big
96;3062.00;17.45;1857.00;big
97;3305.00;11.35;1642.00;big
97;3145.00;10.40;1661.00;big
98;3390.00;15.35;1864.00;big
98;3270.00;16.70;1811.00;big
99;3404.00;10.80;1752.00;big
99;3509.00;11.05;1831.00;big
100;2076.00;9.50;1102.00;big
100;1939.00;9.50;1044.00;big
101;2919.00;9.50;815.00;big
101;3071.00;9.50;754.00;big
102;3122.00;12.85;977.00;big
102;3178.00;13.30;1039.00;big
103;4337.00;11.90;1275.00;big
103;4374.00;13.35;1059.00;big
104;3170.00;10.20;1227.00;big
104;3280.00;10.35;1196.00;big
105;0.00;9.50;0.00;big
105;3221.00;10.10;797.00;big
106;3261.00;10.90;936.00;big
106;3145.00;10.85;881.00;big
107;4460.00;9.50;157.00;big
107;4047.00;9.50;219.00;big
108;2441.00;9.50;1031.00;big
108;2596.00;9.50;1030.00;big
109;3037.00;10.30;570.00;big
109;3145.00;10.30;640.00;big
110;2209.00;9.50;1645.00;big
110;2374.00;9.50;1768.00;big
111;3019.00;9.50;457.00;big
111;2894.00;9.50;460.00;big
112;3279.00;10.20;251.00;big
112;3007.00;10.00;271.00;big
113;3389.00;11.10;1409.00;big
113;3329.00;12.50;1334.00;big
114;3805.00;10.93;1733.00;big
114;3579.00;11.62;1752.00;big
115;3043.00;18.95;889.00;big
115;0.00;9.50;0.00;big
116;3455.00;12.10;1617.00;big
116;3543.00;10.95;1507.00;big
117;3950.00;11.60;1614.00;big
117;4095.00;10.80;1507.00;big
118;3673.00;12.50;1608.00;big
118;3787.00;11.60;1593.00;big
119;3568.00;14.25;614.00;big
119;3744.00;11.43;676.00;big
120;3783.00;10.85;623.00;big
120;3554.00;10.70;547.00;big
121;3930.00;16.30;1342.00;big
121;4103.00;10.60;1400.00;big
122;3589.00;14.43;1282.00;big
122;3435.00;13.30;1234.00;big
123;3759.00;12.62;1245.00;big
123;3867.00;13.70;1179.00;big
124;5008.00;9.50;161.00;big
124;5381.00;9.50;360.00;big
125;3535.00;9.50;1415.00;big
125;3438.00;9.50;1329.00;big
126;3816.00;12.07;1415.00;big
126;3681.00;19.38;1416.00;big
127;3917.00;9.50;1241.00;big
127;3770.00;9.50;1332.00;big
128;3443.00;10.00;1099.00;big
128;3664.00;10.30;1046.00;big
129;3402.00;10.60;858.00;big
129;3583.00;10.10;853.00;big
130;3811.00;20.05;840.00;big
130;3824.00;17.25;1006.00;big
131;1897.00;13.15;973.00;big
131;1824.00;10.30;893.00;big
132;1732.00;10.15;751.00;big
132;1808.00;10.30;758.00;big
133;1715.00;13.55;859.00;big
133;1680.00;10.88;963.00;big
134;1658.00;10.40;750.00;big
134;1597.00;10.18;806.00;big
135;1440.00;12.18;954.00;big
135;1554.00;14.28;896.00;big
136;2010.00;9.50;902.00;big
136;1896.00;9.50;807.00;big
137;1703.00;9.50;778.00;big
137;1797.00;9.50;818.00;big
138;1533.00;9.50;740.00;big
138;1377.00;9.50;821.00;big
139;1826.00;9.50;670.00;big
139;1673.00;9.50;651.00;big
140;2166.00;9.50;895.00;big
140;2322.00;9.50;995.00;big
141;1501.00;9.50;148.00;big
141;1217.00;9.50;187.00;big
142;2757.00;9.50;776.00;big
142;2528.00;9.50;676.00;big
143;2891.00;9.50;262.00;big
143;3068.00;9.50;175.00;big
144;4960.00;9.50;598.00;big
144;4683.00;9.50;442.00;big
145;2937.00;9.50;108.00;big
145;3040.00;9.50;99.00;big
146;3279.00;9.50;323.00;big
146;3074.00;9.50;304.00;big
147;1504.00;10.50;1146.00;big
147;1618.00;10.00;1106.00;big
148;1426.00;10.18;1238.00;big
148;1564.00;14.12;1174.00;big
149;1359.00;12.88;918.00;big
149;1259.00;11.10;974.00;big
150;1271.00;11.75;1072.00;big
150;1348.00;15.43;1160.00;big
151;1448.00;11.00;1024.00;big
151;1469.00;10.18;1113.00;big
152;2107.00;9.50;405.00;big
152;1985.00;9.50;450.00;big
153;2222.00;11.07;20.00;big
153;2406.00;10.80;36.00;big
154;2848.00;16.60;100.00;big
154;2636.00;10.55;90.00;big
155;2792.00;12.50;45.00;big
155;2538.00;16.93;41.00;big
156;3084.00;11.25;76.00;big
156;3320.00;10.15;19.00;big
157;2581.00;9.50;87.00;big
157;2525.00;9.50;118.00;big
158;2892.00;9.50;605.00;big
158;2771.00;9.50;579.00;big
159;3004.00;10.85;654.00;big
159;3092.00;10.30;676.00;big
160;3281.00;10.60;607.00;big
160;3407.00;14.53;654.00;big
161;2375.00;9.50;628.00;big
161;2195.00;9.50;488.00;big
162;3267.00;9.50;1953.00;big
162;3518.00;9.50;1926.00;big
163;2184.00;11.95;345.00;big
163;2045.00;12.38;344.00;big
164;1886.00;9.50;286.00;big
164;1710.00;9.50;393.00;big
165;4311.00;14.65;706.00;big
165;4216.00;13.03;511.00;big
166;2207.00;9.50;191.00;big
166;2022.00;9.50;287.00;big
167;1883.00;9.50;110.00;big
167;2124.00;9.50;37.00;big
168;2411.00;9.50;86.00;big
168;2281.00;9.50;84.00;big
169;2207.00;9.50;306.00;big
169;2342.00;9.50;284.00;big
170;3938.00;9.50;1765.00;big
170;3721.00;9.50;1835.00;big
171;3923.00;15.60;410.00;big
171;4045.00;12.40;554.00;big
172;2314.00;9.50;403.00;big
172;2411.00;9.50;389.00;big
173;2794.00;15.38;339.00;big
173;2451.00;10.20;283.00;big
174;2560.00;9.50;210.00;big
174;2454.00;9.50;180.00;big
175;2795.00;11.55;515.00;big
175;2658.00;10.35;415.00;big
176;3318.00;17.10;757.00;big
176;3193.00;12.20;718.00;big
177;2590.00;9.50;507.00;big
177;2421.00;9.50;490.00;big
178;2550.00;9.50;377.00;big
178;2649.00;9.50;328.00;big
179;2800.00;9.50;160.00;big
179;2654.00;9.50;173.00;big
180;2693.00;9.50;454.00;big
180;2800.00;9.50;429.00;big
181;3428.00;9.50;603.00;big
181;3299.00;9.50;572.00;big
182;3258.00;9.50;469.00;big
182;3148.00;9.50;539.00;big
